store,address,lat,lng
제천하소로점,충청북도 제천시 하소로 42 (하소동) 1층,37.1400317,128.1991134
부산용호메트로점,"부산광역시 남구 분포로 61 빌리브센트로 A동 1층 A140, A141호 (용호동)",35.1312916,129.1119057
남춘천점,강원특별자치도 춘천시 행촌로 27 (퇴계동) 1층,37.8593884,127.7239046
부산다대점,부산광역시 사하구 다대로 582 (다대동) 1층,35.0545878,128.9703820
종로점,"서울특별시 종로구 종로 62 (종로2가) 1층, 2층",37.5699434,126.9842995
행신무원점,"경기도 고양시 덕양구 화신로 33 (행신동, 무원마을2단지아파트)",37.6161521,126.8378587
매일산업강원점,"강원특별자치도 원주시 봉화로 22 (단계동,더파크타워) 5층 501호",37.3462366,127.9287950
매일산업화정점,"경기도 고양시 덕양구 화중로104번길 26 (화정동,한솔타워) 3층 302호, 303호",37.6357778,126.8325480
대구내당점,대구광역시 서구 달구벌대로361길 1 (내당동) 대구 N타워 1층,35.8597008,128.5616659
강서증미역점,"서울특별시 강서구 양천로 570 (등촌동) NH농협타워 1층, 110호",37.5567284,126.8620105
암사라인점,"서울특별시 강동구 고덕로 53 (암사동,라인아파트) 1층",37.5549824,127.1311515
마산마린애시앙점,"경상남도 창원시 마산합포구 가포로 88 (월영동,삼공운수) 1층",35.1763096,128.5629459
숙대입구점,"서울특별시 용산구 청파로 285 (청파동2가) 1층,2층",37.5451010,126.9702829
간석역점,"인천광역시 미추홀구 주안로 226 (주안동,더월드스테이트) 1층 114,114-1호",37.4629017,126.6953334
광주농협장지점,경기도 광주시 순암로 110 (장지동) B1층,37.3954670,127.2378398
단대오거리점,경기도 성남시 중원구 산성대로372번길 3 (금광동) 1층,37.4452336,127.1575293
대전월평계룡점,대전광역시 서구 월평로 46 1층,36.3559899,127.3620867
카페수원호매실점,경기도 수원시 권선구 금곡로102번길 55 (금곡동) 1층,37.2718887,126.9421057
모란역점,"경기도 성남시 중원구 성남대로 1132 (성남동,우보빌딩) 102,103호",37.4309475,127.1298465
양산북정점,"경상남도 양산시 북정로 27 (북정동,TOUS) 1층",35.3589792,129.0433357
하남신장사거리점,"경기도 하남시 신평로 45 (신장동,SN타워) 1층",37.5379661,127.2043444
세종해밀점,"세종특별자치시 해밀3로 51 스카이허브 107호, 108호 1층",36.5290997,127.2650247
카페응암점,서울특별시 은평구 응암로 277,37.5965573,126.9191670
판교파미어스몰점,경기도 성남시 수정구 창업로 17 (시흥동) 파미어스몰 103-2,37.4121798,127.0978547
제주한경점,제주특별자치도 제주시 신한로 1길,33.3501324,126.1833804
창동동아점,"서울특별시 도봉구 노해로69길 97 (창동,동아청솔아파트) .",37.6568344,127.0493611
카페서현역점,"경기도 성남시 분당구 황새울로 332 (서현동,분당문화센터) 1층",37.3855330,127.1223318
해운대중동점,부산시 해운대구 좌동순환로 10 1층,35.1674792,129.1676266
구리인창삼보점,"경기도 구리시 건원대로 56 단지상가동 1층 118호 (인창동,삼보아파트)",37.6070574,127.1407155
대전월평선사점,대전광역시 서구 청사로 128 (월평동) 1층,36.3594533,127.3778676
창원성원점,"경상남도 창원시 성산구 가음로15번길 52 (남양동,성원2차아파트) 상가동 107, 108호",35.2128445,128.7032579
평택에이스고덕점,경기도 평택시 고덕면 고덕중앙로 290 (여염리) 에이스더 퍼스트 고덕 101~102호,37.0457082,127.0529950
청주산남점,충청북도 청주시 서원구 산남로 75 (산남동) 1층,36.6108643,127.4657149
아산축협하나로마트점,충남 아산시 온천대로 1721 1층,36.7764336,127.0286553
양산물금신도시점,경상남도 양산시 물금읍 야리로 15 (가촌리) 101호,35.3179054,129.0005491
여수웅천롯데캐슬점,전라남도 여수시 웅천남7로 24,34.7394584,127.6783719
양평용문점,경기도 양평군 용문면 용문로371번길 2 (다문리) 1층,37.4855010,127.5945091
김포대곶점,경기도 김포시 대곶면 율생로 82 (율생리) 102호,37.6507478,126.5828382
인천신흥점,인천 중구 서해대로 464번길 7,37.4673150,126.6366437
청라시티프라디움점,"청라한내로 131 시티프라디움상가 104,105",37.5372185,126.6273119
카페부천역점,"경기도 부천시 부천로 11 (심곡동,해태쇼핑) 잼존 플라자 1층",37.4855538,126.7823188
평택고덕중앙점,경기도 평택시 함박산7길 31-5(고덕동) 1층,37.0384379,127.0341944
죽전역점,"경기도 용인시 수지구 포은대로 530 (죽전동,죽전역) 죽전역 내",37.3248590,127.1073927
마석월산점,"경기도 남양주시 화도읍 경춘로2290번길 6 (월산리,남양주월산사랑으로부영1단지) 상가2동 101호",37.6549190,127.3421639
홍제역점,"서울특별시 서대문구 통일로 지하 440-1 (홍제동,홍제역)",,
대구서구청점,"대구광역시 서구 국채보상로50길 20 (평리동,평리 푸르지오) 1층(구,핸즈커피)",35.8688385,128.5598098
도봉쌍문점,서울특별시 도봉구 도당로 2 (쌍문동) 1층,37.6584222,127.0353016
광주진월점,광주광역시 남구 서문대로 793 1층 104호,35.1301106,126.8983276
제주아라아이파크점,제주특별자치도 제주시 인다10길 22 (아라일동) 1층,33.4742594,126.5478560
대구월배점,대구광역시 달서구 조암남로 150 (대천동) 1층,35.8170660,128.5179784
분당수내역점,"경기도 성남시 분당구 백현로101번길 17 (수내동,초림프라자) 17 2필지 초림프라자 110호(수내",37.3774801,127.1125099
카페안산선부점,"경기도 안산시 단원구 선부광장1로 69 (선부동,산호한양아파트 상가동) 104,105",37.3363425,126.8125960
장현점,경기도 남양주시 진접읍 장현리 60-11 1층,37.7267161,127.1930150
전남함평점,전라남도 함평군 함평읍 영수길 175 (기각리) 1층,35.0638427,126.5199280
홍성삼성마트점,충청남도 홍성군 홍성읍 홍장북로 416,36.5919204,126.6693467
카페강동역점,"서울특별시 강동구 천호대로 1087 (천호동,진넥스빌Ⅲ) 1층",37.5361797,127.1327526
홍성삼성마트점,충청남도 홍성군 홍성읍 홍장북로 416,36.5919204,126.6693467
답십리사거리점,서울특별시 동대문구 전농로 84-1(답십리동) 1층,37.5724649,127.0576515
다산테라타워점,경기 남양주시 다산지금로 202 1층 R01-0111호~R01-0114호(다산동),37.5956456,127.1722176
정관홈플러스점,"부산광역시 기장군 정관읍 정관5로 50 (매학리,정관홈플러스) 1층",35.3230710,129.1763507
삼례농협하나로마트점,"전북특별자치도 완주군 삼례읍 삼봉중앙로 15 (수계리,완주군보훈회관) 1층",35.9219748,127.1231609
지축역점,경기 고양시 덕양구 지축1로 73 1층 (JS스퀘어),37.6490954,126.9147630
해병대1사단점,경상북도 포항시 남구 오천읍 충무로 70 (용덕리) 2층,35.9751779,129.4183025
용인구성점,"경기도 용인시 기흥구 구성로 91 (언남동,뚜레쥬레) 1층",37.2944867,127.1196402
과천부림점,경기도 과천시 부림3길 6-8 (부림동) 1,37.4379128,126.9978586
충주주덕점,충청북도 충주시 주덕읍 신양로 124 (신양리),36.9734332,127.8006227
광주초월점,경기도 광주시 초월읍 경충대로1127번길 46 (쌍동리) 1층,37.3773414,127.2907716
청주모충점,충청북도 청주시 서원구 무심서로413번길 5,36.6283362,127.4822651
청주동남점,"충청북도 청주시 상당구 중고개로 140 (용암동,칸타빌더테라스1단지) 대원칸타빌 1차 상가 10",36.6173483,127.5196136
여주오학점,경기도 여주시 현암3길 1 (현암동) 1층,37.3078661,127.6417357
진천장관점,충청북도 진천군 진천읍 진광로 97-12 (장관리) 1층,36.8732069,127.4403936
상도래미안점,서울특별시 동작구 상도로37길 74 (상도동) 1층,37.4979134,126.9528582
광주518공원점,광주광역시 서구 상무민주로 97 (쌍촌동) 1층,35.1591763,126.8591311
부산개금백병원점,"부산광역시 부산진구 복지로 75 (개금동,부산백병원) 임재관 1층",35.1461809,129.0208926
중동래미안점,"경기도 부천시 신흥로276번길 15 (중동,래미안부천중동) 113동 103호,104호",37.5080564,126.7763718
포항오천점,경상북도 포항시 남구 오천읍 충무로 23 (용덕리) 1층,35.9763969,129.4122709
평택용죽점,경기도 평택시 용죽3로 25 1층(용이동),36.9939187,127.1248013
신용산역점,"서울특별시 용산구 한강대로30길 25 (한강로2가,아스테리움 용산) B1 131",37.5275037,126.9685280
카페송파황실점,"서울특별시 송파구 백제고분로 204 (삼전동,에스엔씨빌딩) 1.2층",37.5037548,127.0892549
영종하늘중앙점,"인천광역시 중구 하늘중앙로 225번길 11 1층 105,106호(중산동)",37.4878470,126.5592315
공주신월점,충청남도 공주시 번영1로 181 1층 (신관동),36.4739935,127.1475529
안산센트럴포레점,경기도 안산시 화랑로102 101-102,37.3263064,126.8003910
동탄호수공원점,"경기도 화성시 동탄순환대로 127-9 (산척동) 109호,110호,111호",37.1665533,127.1072808
경산중산점,경상북도 경산시 펜타힐즈2로 57 (중산동) 1층,35.8287306,128.7197706
군산산북점,전북특별자치도 군산시 칠성안2길 38 (산북동) 1층,35.9668659,126.6790820
잠실트리지움점,"서울특별시 송파구 석촌호수로 61 (잠실동,트리지움) 101호",37.5107806,127.0861952
신대방역점,서울특별시 관악구 난곡로 355-1 (신림동) 1층,37.4857529,126.9135637
카페양곡점,경기도 김포시 양촌읍 양곡2로80번길 70 (양곡리) 1층,37.6577783,126.6311528
경산정평점,경상북도 경산시 대학로 47 (정평동) 1층,35.8344462,128.7279488
미아테라스파크점,"서울특별시 강북구 삼양로27길 43 (미아동,위브테라스파크) 위브테라스파크 상가 내",37.6185505,127.0188472
부산송도점,부산광역시 서구 암남공원로 1 (암남동) 2층,35.0754971,129.0161231
광주동림점,광주광역시 서구 하남대로 654 (동천동) 1층,35.1716913,126.8640849
시흥능곡점,경기도 시흥시 장현능곡로 198 (능곡동) 1층,37.3690761,126.8119882
부평더샵점,"인천광역시 부평구 열우물로 90 (십정동) 부평더샵 상가 G동 117,118호",37.4770645,126.6979629
포항오천부영점,경상북도 포항시 남구 오천읍 남원로 86-22 (원리) 1층,35.9714042,129.4004643
춘천퇴계중앙점,강원특별자치도 춘천시 퇴계로 146 1층,37.8592816,127.7353309
옥동광명점,"경상북도 안동시 광명로 168 (옥동,신성타워) 신성타워 1층",36.5624686,128.7017119
수원역푸르지오자이점,경기도 수원시 팔달로 63,37.2743478,127.0020875
청주개신주공점,충청북도 청주시 서원구 경신로 40 (개신동) 1층,36.6206678,127.4465245
구미북삼점,경상북도 구미시 금오대로14길 4 (오태동) 742-5 1층,36.0712575,128.3496648
김천혁신점,"경상북도 김천시 해오름2로 3,1층(율곡동) 경상북도 김천시 해오름2로 3,1층(율곡동)",36.1195649,128.1753296
당진문예의전당점,충청남도 당진시 시청1로 71 (읍내동) 진산빌딩 102호,36.8908276,126.6396314
부산온천점,부산광역시 동래구 금강로62번길 3 (온천동) .,35.2147963,129.0773267
마산산호마린점,경상남도 창원시 마산합포구 회원천북길 505 (산호동) 1층,35.2086235,128.5824346
경산옥곡점,경상북도 경산시 경산로13길 3-3 (옥곡동) 1층,35.8147958,128.7314172
반포점,서울 서초구 잠원로3길 40 태남빌딩 1층,37.5082154,127.0036767
신월동점,서울특별시 양천구 남부순환로83길 48 진리등대교회 1층,37.5172990,126.8453916
서귀포시외버스터미널점,"제주특별자치도 서귀포시 일주동로 9217 (법환동,서귀포시외버스터미널) 9217",33.2489920,126.5082191
이천장호원점,"경기도 이천시 장호원읍 장감로 85 (장호원리,삼성명인내과) 1층",37.1177413,127.6319455
청주율량제일점,충청북도 청주시 청원구 율중로 11 (율량동) 1층,36.6610234,127.5070521
가평조은점,경기도 가평군 가평읍 가화로 42 (대곡리) 1층,37.8239870,127.5163175
전남장성점,전라남도 장성군 장성읍 영천로 162,35.2999029,126.7818741
창원봉곡점,"경상남도 창원시 의창구 원이대로285번길 11 (봉곡동,서울상가) 1층 103호",35.2433659,128.6517247
의정부로데오점,경기도 의정부시 시민로 122번길4 (의정부동) 1층,37.7382937,127.0485657
일산주엽역점,"경기도 고양시 일산서구 중앙로 1425 (주엽동,주엽역 삼부르네상스) 가동 제1층 103호,104호",37.6694880,126.7613860
수원정자점,경기도 수원시 장안구 대평로 80 (정자동) 정연메이져빌딩1층,37.2955355,126.9936193
수성교보점,"대구광역시 수성구 들안로 325 (수성동2가,롬바드아파트) 상가 102호 (수성동2가,",35.8590547,128.6169564
천안단대병원점,"충청남도 천안시 동남구 망향로 201 (안서동,단국대학교의과대학부속병원) 지하1층, 지상1층",36.8415904,127.1725750
마포성산점,서울특별시 마포구 월드컵북로 184 184 1층 (성산동),,
행당역점,서울특별시 성동구 행당로17길 36-6 (행당동) 1층,37.5614537,127.0325803
울산원예하나로마트점,"울산광역시 울주군 범서읍 장검길 10 (굴화리,울산원예농협하나로마트) 2층",35.5576485,129.2540428
진주망경점,경상남도 진주시 망경로 293-1 (망경동) 1층,35.1854976,128.0853038
서울역센트럴자이점,"서울특별시 중구 만리재로 175 (만리동2가,서울역센트럴자이) 서울역센트럴자이 401동",37.5549829,126.9631642
포항문덕점,경상북도 포항시 남구 오천읍 원동로 34 (원리) 1층,35.9660407,129.4031780
양산터미널점,경상남도 양산시 양산역1길 2 (중부동) 1층,35.3352145,129.0274515
김해내동점,경상남도 김해시 내외로77번길 22 (내동) 거북빌딩 1층,35.2366735,128.8662915
원주기업도시점,"강원특별자치도 원주시 지정면 신지정로 322 (가곡리) 322-1 113호,114호",37.3825827,127.8724962
부산대청로점,부산광역시 중구 대청로 71 (보수동1가) 1층,35.1032923,129.0276253
기흥역점,"경기도 용인시 기흥구 기흥역로58번길 10 (구갈동,기흥역센트럴푸르지오) 1층",37.2734234,127.1198039
논산하나로장군마트점,충청남도 논산시 중앙로 264 (취암동) 하나로장군마트,36.1908541,127.0991641
신정네거리점,"서울특별시 양천구 중앙로43길 14 (신정동,래미안목동아델리체) 상가A동 1층 108호,109",37.5186675,126.8519476
정릉풍림점,서울특별시 성북구 솔샘로25길20(정릉동) 상가1동 106호,37.6169754,127.0080858
울산남창점,울산광역시 울주군 온양읍 대운길 17 (운화리) .,35.4124580,129.2801793
영종하늘도시점,인천 중구 하늘중앙로 195번길 29 진로프라자 1층,37.4889847,126.5628385
대구진천역점,"대구광역시 달서구 월배로 71 (진천동,진천트윈팰리스) 102,103,109호",35.8143061,128.5221484
중앙대100주년관점,서울 동작구 흑석로 84 100주년기념관,37.5048875,126.9573779
카페교대역점점,"서울특별시 서초구 서초중앙로24길 19 (서초동,나라빌딩) 1층",37.4950499,127.0157133
계양구청점,"인천광역시 계양구 계산새로 71 (계산동,하이베라스빌딩) B동 113호 114호",37.5386558,126.7360621
충주용산호암점,충청북도 충주시 형설로 50 (호암동) 다동,36.9585190,127.9406263
안산그랑시티자이점,경기도 안산시 상록구 해양1로 199 (사동) 199 (사동) 1층 그랑시티자이,37.2820085,126.8283378
사랑모아범천점,부산광역시 부산진구 중앙대로 632 (범천동) 사랑모아빌딩 1층,35.1491563,129.0595503
시화세종점,"경기도 시흥시 함송로 21 (정왕동,굿모닝프라자) 109-110",37.3637725,126.7307158
청주영운제일점,충청북도 청주시 상당구 영운천로 29 (영운동) 1층,36.6172214,127.5022113
경산신대부적점,경상북도 경산시 압량읍 압독3로 15 (신대리) 1층,35.8411522,128.7641013
부산대학교점,부산광역시 금정구 금정로 72 (장전동) .,35.2309815,129.0867750
광주운암점,"광주광역시 북구 북문대로 88 (운암동,운암2차남양휴튼) 상가 102호",35.1786243,126.8768796
파주운정비발디점,"경기도 파주시 가람로116번길 128 (와동동,가람마을7단지 한라비발디) 아파트상가 101,1",37.7327078,126.7649304
영종운서점,"인천광역시 중구 넙디로 38 (운서동) 103호,104호",37.4833103,126.5079662
운정해오름점,"경기도 파주시 해올1길 7 104, 105호(다율동)",37.7338564,126.7300190
종암점,"서울특별시 성북구 종암로3길 18 (종암동,낙원빌딩) 1층",37.5933955,127.0350935
마포역점,"서울특별시 마포구 삼개로 16 (도화동,근신빌딩) 1층",37.5392866,126.9472778
익산제일점,"전북특별자치도 익산시 고봉로32길 40 (영등동,조이미용실) 1층",35.9595644,126.9754724
오산대역점,경기도 오산시 내삼미로 83 (수청동) 센타프라자 104호,37.1696464,127.0660073
산곡푸르지오점,인천광역시 부평구 마장로324번길 82 (산곡동) 1층,37.5063924,126.7081707
화정중앙점,"경기도 고양시 덕양구 화중로 32-31 (화정동,효원빌딩) 1층",37.6301157,126.8319646
백련산힐스테이트점,"서울특별시 은평구 백련산로2길 19 (응암동,백련산힐스테이트1차) (응암동,백련산힐스테이트1차",37.5920025,126.9253163
부산동래래미안점,"충렬대로 107번길 65, 317동 상가 113-114호",35.2108106,129.0713540
영천망정점,경북 영천시 망정1길 140 1층,35.9798955,128.9515687
의정부센트럴점,"경기도 의정부시 평화로 446(의정부동, 신영빌딩) 1층 101호",37.7316537,127.0483162
거제수양아이파크점,"경상남도 거제시 수양로 110 (양정동,거제2차IPARK) B405/406",34.8666314,128.6511065
천안백석점,충청남도 천안시 서북구 한들3로 35-17 (백석동) 1층,36.8265519,127.1222092
의정부민락점,"경기도 의정부시 오목로 205번길 39(민락동) 1층 111호, 112호",37.7454981,127.0964879
전주만성점,전북특별자치도 전주시 덕진구 만성중앙로 54-47 (만성동),35.8416184,127.0772250
대구두산점,대구광역시 수성구 청수로24길 59 (두산동) 101호,35.8372680,128.6214240
순천왕지유심천점,전남 순천시 조례동 1832-12,34.9542759,127.5322958
울산구영점,울산광역시 울주군 범서읍 대리2길 57 (구영리) .,35.5699365,129.2435948
송도호반에듀시티점,"인천광역시 연수구 랜드마크로 110 (송도동,호반베르디움EDUCITY) 116,117호",37.4152393,126.6158059
북위례점,경기도 하남시 위례학암로 19 (학암동) 1층,37.4880117,127.1588893
평촌자이아이파크점,경기 안양시 동안구 비산로 18 상가1동,37.4001180,126.9332766
광주양산호반점,광주광역시 북구 양산동 18-3번지호반리젠시빌아파트상가109호,35.2116579,126.8820458
진도점,전라남도 진도군 진도읍 남동1길 64,34.4804988,126.2650741
청주산남계룡점,"충청북도 청주시 서원구 산남로 22 (산남동,산남렉슬Ⅱ) 1층",36.6118514,127.4715870
울산언양교동점,울산광역시 울주군 삼남면 남상평2길 44 (교동리),35.5601285,129.1161945
광주농성영무점,광주광역시 서구 상무대로1147번길 7 101호,35.1539439,126.8862333
잠실푸르지오점,"서울특별시 송파구 올림픽로35가길 9 (신천동,잠실푸르지오월드마크) 119,120호",37.5173947,127.1036837
울산야음롯데점,울산광역시 남구 중앙로 22 (야음동) 1층,35.5236153,129.3187506
옥포점,대구광역시 달성군 옥포읍 돌미로 67 (교항리) 104호,35.7808017,128.4411825
제주도련점,제주특별자치도 제주시 연삼로 974 (도련이동) 1층,33.5149294,126.5891844
거여역점,"서울특별시 송파구 오금로 512 (거여동,거여역2차쌍용아파트) 1층 104호",37.4928771,127.1455380
개화산역점,"서울특별시 강서구 양천로10길 38 (방화동,신마곡벽산블루밍) 판매시설2동 106동 102호",37.5711923,126.8082842
발산마곡점,"서울특별시 강서구 공항대로 261 (마곡동,발산파크프라자) 1층",37.5591532,126.8365210
익산장신휴먼시아점,전북특별자치도익산시 오산면 군익로 411,35.9454565,126.9316517
내포하나로마트점,"충청남도 예산군 삽교읍 예목로 171 (신리,삽교농협내포농수산물종합유통센터) 충청남도 예산군",36.6723915,126.6854078
충북단양점,"충청북도 단양군 단양읍 삼봉로 293-1 (도전리,명진당) 1층",36.9831010,128.3689200
세종부강점,세종특별자치시  부강면 부강로 47 (부강리) 1층,36.5299395,127.3655041
전주하가점,"전북특별자치도 전주시 덕진구 가리내로 262 블루오션빌딩 102,103",35.8406258,127.1094805
나사렛국제병원점,"인천광역시 연수구 앵고개로 248 (동춘동,로얄빌딩) 1층뚜레쥬르",37.4083665,126.6712571
제주일도점,제주시 고마로 113,33.5044901,126.5418261
부산재송점,부산광역시 해운대구 재반로125번길 2 (재송동) 1층,35.1897380,129.1264728
제천장락주공점,충청북도 제천시 장락로 129 (장락동) 1층,37.1535585,128.2253554
천안두정포레나점,충청남도 천안시 서북구 북일로 6 (두정동) 1층,36.8317644,127.1525319
수성3가캐슬점,"대구광역시 수성구 명덕로 455 (수성동3가,수성3가롯데캐슬아파트) 101동 113호",35.8562366,128.6199470
광주첨단대라수점,광주광역시 광산구 첨단중앙로182번길 90 (쌍암동) 104호,35.2214474,126.8510590
김포풍무점,"경기도 김포시 풍무로 62 (풍무동) 101,102,103호",37.6009675,126.7216038
송도더테라스점,"인천광역시 연수구 센트럴로 415 (송도동,힐스테이트송도더테라스) 송도더테라스상가 126,",37.4105318,126.6269232
용현독정이점,인천광역시 미추홀구 인주대로 178 (용현동) 1층,37.4555302,126.6566102
마포용강점,"서울특별시 마포구 토정로31길 23 (용강동,래미안마포리버웰) 104호",37.5428480,126.9416859
광주수완장덕점,광주광역시 광산구 장덕동 1067 1층,35.1958793,126.8153350
테크노유가점,대구광역시 달성군 유가읍 테크노상업로4길 12 (봉리),35.6928166,128.4604993
김포마송점,경기도 김포시 김포대로 2231 104호 105호,37.6894455,126.5978505
부산광안점,부산광역시 수영구 광안해변로 282 (민락동) 1층,35.1558259,129.1245844
망우역점,서울특별시 중랑구 망우로 346 한일써너스빌1층,37.5972558,127.0912331
포항흥해점,경상북도 포항시 북구 흥해읍 흥해로 48-2 (남성리),36.1089910,129.3467460
사가정역점,"서울특별시 중랑구 사가정로 398 (면목동,JS빌딩) 서울특별시 중랑구 면목동 611-5",37.5802856,127.0888289
성남복정점,"경기도 성남시 수정구 성남대로1390번길 5 (복정동,나라빌딩) 1층",37.4541815,127.1272560
양산통도사점,경상남도 양산시 하북면 월평로 36,35.4950951,129.0870264
카페대치점,서울시 강남구 도곡로 446 1층,37.4980728,127.0593960
장유팔판마을점,경상남도 김해시 덕정로 95 (관동동) 105호(관동동),35.1798976,128.7957102
이마트통일동산점,경기도 파주시 탄현면 사슴벌레로73번길 51 (법흥리) 이마트에브리데이,37.7802665,126.6985386
대구연경점,"대구광역시 동구 동화천로77길 2 (지묘동,다올빌딩) 1층",35.9420282,128.6309869
부천복사골점,"경기도 부천시 장말로 102 (상동,반달마을삼익아파트) 110호",37.4934828,126.7524330
화성시청점,경기도 화성시 남양읍 시청로 115 1층,37.2007001,126.8262755
광주수완롯데점,광주광역시 광산구 장신로 82 (장덕동) 1층,35.1904601,126.8187750
대청역점,"서울특별시 강남구 일원로 37 (일원동,하나은행 일원중앙) 1층",37.4904845,127.0812484
청주남문점,"충청북도 청주시 상당구 남사로 137 (남문로2가,연합비뇨기과의원) 1층",36.6323045,127.4905610
부천순천향병원점,"경기도 부천시 조마루로 170 (중동,순천향대학교부천병원) 지하 1층",37.4986998,126.7629626
대전용운포레점,대전광역시 동구 용운로 172 (용운동) 1층,36.3277268,127.4613715
동대전하나로마트점,"대전광역시 동구 계족로 63 (인동,동대전농협)",36.3203034,127.4430379
방이역점,"서울특별시 송파구 양재대로72길 5 (오금동,올림픽파크센트레빌) 101-1",37.5103522,127.1276172
분당두산타워점,"경기도 성남시 분당구 정자일로 155 (정자동,분당두산타워) N동 지하 1층",37.3640680,127.1053673
광장힐스테이트점,"서울특별시 광진구 아차산로 537-17 (광장동,광장힐스테이트) 1층",37.5435100,127.0996819
제천비둘기점,충청북도 제천시 청전대로 167-1 (청전동),37.1519766,128.2159982
김해외동점,경상남도 김해시 금관대로 1212 (외동) 1층,35.2345075,128.8549174
강동강일점,"서울특별시 강동구 아리수로93나길 38 (강일동,아이메디컬) 114-115호",37.5719496,127.1739317
제주화순점,제주특별자치도 서귀포시 화순로 119,33.2462473,126.3335435
수락산역점,"서울특별시 노원구 동일로 1700 (상계동,토마토파르코) 1층",37.6801699,127.0558491
포항유강점,경상북도 포항시 남구 연일읍 유강길17번길 13-1 (유강리) A동 1층,36.0042090,129.3177695
경남의령점,경남 의령군 의령읍 행복로 8,35.3203896,128.2692615
인하대역점,인천광역시 미추홀구 독배로317번길 29 (용현동) 1층,37.4477848,126.6468506
구미문성점,경상북도 구미시 고아읍 문성로 34 (문성리) 문성2지구 도새가발구역1B-2L 1층,36.1531224,128.3466256
천안쌍용동일점,충청남도 아산시 배방읍 장재로 62 (장재리) 1층,36.7856866,127.1131501
순천조례골드점,"전라남도 순천시 태봉길 31, 211동 1층",34.9594438,127.5235625
창원상남광장점,"경상남도 창원시 성산구 마디미로37번길 3 (상남동,신우드림타운) 106호",35.2212405,128.6839026
청주비하계룡점,충청북도 청주시 흥덕구 2순환로1168번길 26 (비하동) 1층,36.6306707,127.4249335
세종아름점,"세종특별자치시  보듬3로 143 (아름동,대영프라자) 105호",36.5116275,127.2436211
경남함안점,경남 함안군 가야읍 가야로 82,35.2779610,128.4102369
청주성화중앙점,"충청북도 청주시 서원구 장전로 11 (성화동,성화휴먼시아4단지) 103, 104호",36.6179698,127.4510881
광주백운점,광주광역시 남구 독립로 18 1층,35.1351838,126.9017852
평택서정점,경기도 평택시 점촌로19번길 60 (서정동),37.0660905,127.0567923
서충주신도시점,충청북도 충주시 중앙탑면 원앙4길 21 (용전리) 1층,37.0178081,127.8278139
전주인후점,전북특별자치도 전주시 덕진구 무삼지로 6 (인후동1가) 뚜레쥬루 전주인후,35.8265684,127.1662762
충주호암신도시점,"충청북도 충주시 호암수청1로 47 (호암동) 103호, 104호",36.9569411,127.9252452
제주이도베라체점,제주특별자치도 제주시 승천로 83,33.4916544,126.5437049
회기역점,"서울특별시 동대문구 이문로 37 1층 102호 (회기동, 회기역 한일베라체캠퍼스)",37.5908164,127.0561285
창원중동점,경상남도 창원시 의창구 평산로207번길 4 (서상동) 1층,35.2601806,128.6258792
녹번역점,서울특별시 은평구 은평로 240 (응암동) 1층,37.5996241,126.9347135
도봉한신점,서울특별시 도봉구 도봉로180나길 34 (도봉동),37.6837813,127.0495900
대구범물점,"대구광역시 수성구 지범로 175 (지산동,지산빌딩) 1층",35.8219093,128.6389890
충남청양점,충청남도 청양군 청양읍 중앙로7길 36 (읍내리) 1층,36.4508515,126.7990612
대구효성점,대구시 남구 신촌2길 3 (봉덕동),35.8382948,128.6014246
양평공흥점,"경기도 양평군 양평읍 시민로 68, 1층",37.4907628,127.4992234
포항중앙점,경상북도 포항시 북구 중앙로 288 (상원동) 1층,36.0384084,129.3659688
일산중산마을점,경기도 고양시 일산동구 중산로 252 (중산동) 1층,37.6943371,126.7810489
울산송정점,"울산광역시 북구 박상진13로 20 (송정동) 1층 108,109호",35.6025819,129.3640463
